Price,Age,Mileage,FuelType,Horsepower,MetColor,Automatic,Displacement,Doors,Weight
10148,80,54059,0,86,1,0,79,3,2238
10148,72,53972,0,110,0,0,98,5,2370
8303,80,53506,0,110,1,0,98,3,2326
10763,79,53438,0,86,1,0,79,5,2293
11009,80,53438,0,110,0,0,98,3,2315
10455,70,53353,1,72,1,0,122,5,2502
10148,80,53168,0,110,0,0,98,5,2359
11624,70,53109,0,107,0,1,98,3,2381
9779,73,52941,0,110,1,0,98,3,2315
9717,70,52817,0,110,1,0,98,3,2326
10455,73,52809,0,110,1,0,98,3,2315
10148,79,52795,0,110,0,0,98,5,2359
10148,76,52488,0,110,1,0,98,5,2359
11009,73,52445,0,110,1,0,98,4,2282
9779,74,52272,0,110,0,0,98,3,2315
8549,80,52195,0,110,0,0,98,5,2370
8918,78,52195,0,110,1,0,98,5,2348
9533,77,52195,0,110,1,0,98,5,2392
10701,75,52102,0,110,1,0,98,3,2326
11009,80,51909,0,110,1,0,98,5,2359
8303,76,51825,0,110,1,0,98,5,2359
9225,71,51755,0,110,1,0,98,5,2359
9779,69,51656,0,86,0,0,79,3,2238
11009,71,51603,0,86,1,1,79,3,2304
9779,71,51387,0,110,0,0,98,3,2315
9164,78,51372,0,86,0,0,79,3,2238
7319,78,51322,0,86,1,0,79,3,2238
9533,75,51111,0,110,1,0,98,3,2315
8549,77,51016,0,86,1,0,79,3,2238
10763,80,50965,0,86,1,0,79,5,2282
11009,71,50952,0,110,1,0,98,5,2370
9219,79,50945,0,110,1,0,98,5,2359
9533,76,50909,0,110,0,0,98,5,2359
8549,70,50743,0,110,0,0,98,3,2315
9828,77,50012,0,110,1,0,98,5,2359
8918,78,49710,0,110,1,0,98,4,2348
8487,69,49088,0,86,0,0,79,3,2238
9533,74,49022,0,110,0,0,98,5,2359
8918,78,48895,0,110,0,0,98,4,2282
11009,77,48737,0,86,0,0,79,3,2238
10455,71,48628,0,110,0,0,98,3,2315
9779,72,48542,0,110,1,0,98,5,2370
8549,77,47846,0,86,0,0,79,3,2238
9840,78,47846,0,110,0,0,98,3,2315
9779,75,47462,0,110,1,0,98,3,2326
10455,76,47391,0,86,1,0,79,3,2238
9213,73,47318,0,86,1,0,79,3,2238
10148,80,47224,0,110,0,0,98,3,2315
11378,71,47224,0,110,1,0,98,5,2359
9779,72,47125,0,86,0,0,79,5,2282
11685,77,47099,0,110,1,0,98,3,2315
11009,72,46929,0,110,1,0,98,3,2456
10394,78,46804,0,86,1,0,79,5,2315
9834,79,46803,0,110,1,0,98,4,2458
10763,78,46743,0,110,0,0,98,4,2282
7319,71,46656,0,86,0,0,79,5,2282
10455,73,46603,0,110,0,0,98,5,2370
11009,69,46603,0,86,1,0,79,4,2205
10763,69,46603,0,86,1,0,79,4,2205
9348,78,46557,0,110,1,0,98,5,2370
8788,80,46469,0,110,1,0,98,5,2359
10394,69,46337,0,110,1,0,98,5,2392
7319,75,46334,0,86,1,0,79,3,2238
11070,80,46103,0,110,0,0,98,5,2370
8918,80,46075,0,110,1,0,98,3,2315
9102,75,46041,0,110,1,0,98,3,2315
10824,79,46039,0,110,1,0,98,5,2370
9533,71,45981,0,110,0,0,98,3,2315
9225,75,45981,0,86,1,0,79,3,2238
10394,78,45757,0,86,1,1,79,4,2238
9102,75,45646,0,110,1,0,98,5,2359
9225,80,45484,0,110,1,0,98,5,2359
11009,76,45432,0,110,1,0,98,5,2370
11009,70,45369,0,110,1,0,98,5,2370
9779,77,45176,0,110,1,0,98,3,2315
9779,79,44943,0,110,1,0,98,5,2370
9779,78,44877,0,110,1,0,98,5,2359
11009,71,44818,0,107,1,1,98,5,2425
9533,78,44795,0,110,1,0,98,5,2359
10148,78,44739,0,110,1,0,98,4,2282
9779,78,44739,0,110,0,0,98,3,2326
9533,77,44677,0,86,1,0,79,3,2238
10455,77,44630,0,110,0,0,98,5,2370
8549,80,44577,0,110,1,0,98,5,2359
9225,80,44428,0,110,1,0,98,4,2282
9533,79,44340,0,110,1,0,98,3,2315
7319,79,44281,0,86,0,0,79,3,2238
9225,78,44233,0,110,0,0,98,3,2315
11009,72,44151,0,86,0,1,79,3,2304
9779,76,44117,0,110,1,0,98,3,2315
8487,80,44079,0,110,1,1,98,5,2425
9164,77,44075,0,110,1,0,98,3,2315
10455,80,43867,0,107,1,1,98,3,2381
9225,73,43795,0,110,1,0,98,5,2370
10763,77,43573,0,110,1,0,98,3,2315
9225,76,43520,0,110,1,0,98,3,2315
12239,80,43436,0,110,0,0,98,5,2359
9779,75,43116,0,86,0,0,79,3,2227
12239,75,43073,0,110,1,0,98,5,2359
11378,78,42875,0,110,1,0,98,5,2370
11378,73,42867,0,86,1,0,79,5,2282
12239,79,42840,0,110,1,0,98,5,2392
7319,74,42430,0,110,1,0,98,3,2315
9834,76,42253,0,110,1,0,98,5,2370
11009,70,42253,0,86,1,1,79,3,2304
9164,75,41912,0,86,1,0,79,4,2205
10148,76,41797,0,86,1,0,79,5,2282
10455,78,41790,0,110,0,0,98,5,2392
10455,70,41694,0,110,1,0,98,5,2370
11562,69,41689,1,72,1,0,122,3,2458
8918,80,41557,0,110,1,0,98,3,2326
11009,79,41542,0,110,1,0,98,5,2370
11624,80,41534,0,110,1,0,98,5,2370
10455,74,41457,0,110,1,0,98,3,2315
8303,80,41115,0,86,1,0,79,3,2238
9102,80,40979,0,110,0,0,98,5,2359
11009,78,40700,0,86,1,0,79,3,2238
8487,80,40580,0,110,1,0,98,3,2326
9533,79,40547,0,86,1,0,79,3,2238
11009,71,40402,1,72,1,0,122,3,2458
8549,75,40393,0,86,1,0,79,3,2238
10449,77,39942,0,110,0,0,98,4,2282
12300,75,39768,0,107,0,1,98,3,2392
8609,71,39768,0,110,1,0,98,5,2359
11009,80,39768,0,110,0,0,98,3,2326
10455,79,39717,0,110,0,0,98,4,2282
10763,75,39540,0,110,1,0,98,4,2282
9224,80,39457,0,110,1,0,98,3,2315
11070,80,39312,0,110,1,0,98,4,2282
11009,77,38895,0,110,1,0,98,3,2315
8549,80,38886,0,110,0,0,98,5,2370
10455,77,38702,0,110,1,0,98,5,2370
10394,77,38467,0,86,1,1,79,5,2348
11009,74,38339,0,110,0,0,98,5,2359
10148,77,38306,0,110,1,0,98,5,2359
9779,75,38293,0,86,0,0,79,5,2282
9164,70,38221,0,110,0,0,98,4,2282
11070,79,38006,0,107,1,1,98,3,2381
8795,70,37904,0,110,1,0,98,4,2282
9533,76,37800,0,110,1,0,98,4,2282
7189,70,37655,0,86,0,0,79,3,2337
10455,72,37582,0,110,1,0,98,5,2370
10148,80,37578,0,110,1,0,98,5,2456
11624,79,37370,0,110,0,0,98,3,2315
8303,69,37313,0,110,1,0,98,3,2315
10332,77,37282,0,110,1,0,98,3,2315
9717,76,37282,0,110,0,0,98,3,2315
9779,76,37167,0,110,1,0,97,3,2326
10763,80,36863,0,110,1,0,98,5,2392
12177,73,36810,0,110,1,0,98,3,2315
7989,71,36763,0,110,0,0,98,4,2282
10148,70,36671,0,107,1,1,98,3,2381
8487,69,36631,0,110,1,0,98,3,2315
9225,74,36322,0,86,1,0,79,3,2238
9779,75,36251,0,86,1,1,79,4,2271
10148,80,36205,0,110,1,0,98,5,2359
11009,80,36040,0,110,0,0,98,3,2326
11993,70,35933,0,110,0,0,98,3,2315
10148,80,35907,0,86,0,0,79,3,2238
10947,78,35808,0,110,0,0,98,5,2370
11009,75,35752,0,86,1,0,79,5,2315
8303,76,35582,0,110,1,0,98,3,2315
9779,75,35508,0,110,1,0,98,5,2359
10578,69,35478,0,86,1,0,79,3,2260
9533,80,35418,0,86,0,0,79,4,2205
9594,73,35148,0,110,1,0,98,3,2315
10763,73,34988,0,110,1,0,98,3,2315
11685,79,34930,0,86,0,0,79,3,2238
9533,74,34879,0,110,0,0,98,4,2282
12239,79,34439,0,110,0,0,98,5,2370
9533,77,33827,0,86,1,0,79,3,2238
7319,69,33435,0,110,1,0,98,3,2315
13469,76,33015,0,110,1,0,98,5,2359
11624,77,32871,0,110,1,0,98,4,2370
10148,80,32746,0,110,0,0,98,3,2315
11993,69,32510,0,110,0,0,98,5,2359
9164,78,32490,0,110,0,0,98,5,2456
10763,75,32311,0,110,0,0,98,5,2370
10763,69,32311,0,110,1,0,98,3,2315
10455,73,32311,0,110,1,1,98,4,2348
11009,70,32233,0,86,0,0,79,4,2205
9225,79,30961,0,86,1,0,79,5,2282
8918,69,30845,0,110,1,0,98,4,2282
9164,80,30808,0,110,1,0,98,4,2282
10763,76,30553,0,86,0,0,79,3,2304
12054,77,30347,0,110,0,0,98,3,2326
9225,71,30184,0,86,1,0,79,3,2238
11009,75,30074,0,110,1,0,98,5,2370
11009,74,29976,0,86,1,0,79,5,2282
9164,70,29798,0,110,1,0,98,5,2359
11009,71,29598,0,110,1,0,98,5,2370
12915,78,29453,0,86,1,0,79,5,2293
8610,73,29428,0,86,0,0,79,3,2227
10455,77,28277,0,110,1,0,98,3,2315
9533,76,28216,0,86,1,0,79,5,2282
11009,70,27868,0,110,1,0,98,3,2315
10148,69,27854,0,110,0,0,98,5,2370
11378,80,27616,0,110,1,0,98,3,2315
9717,75,27166,0,110,1,0,98,5,2359
10455,78,27105,0,86,1,0,79,4,2205
9779,76,27050,0,110,0,0,98,5,2359
12239,69,26595,0,110,1,0,98,3,2315
10763,74,26295,0,107,1,1,98,5,2425
9225,80,26213,0,110,1,0,98,3,2315
8549,72,26098,0,110,1,0,98,3,2315
11009,79,24913,0,110,0,0,98,5,2456
10763,79,24731,0,107,0,1,98,3,2381
9533,73,24338,0,86,0,0,79,3,2238
10394,75,24199,0,110,1,0,98,3,2315
10025,76,22703,0,110,0,1,98,4,2370
10455,78,22369,0,86,0,1,79,3,2304
9348,78,22369,0,110,1,0,98,3,2315
9779,80,22258,0,86,0,1,79,3,2238
9533,73,21572,0,86,0,0,79,3,2238
9779,80,21127,0,86,1,0,79,4,2205
12239,78,19240,0,110,0,1,98,3,2381
11009,71,18020,0,86,1,1,79,3,2304
10394,72,16156,0,86,0,0,79,3,2238
11009,78,14913,0,86,1,1,79,5,2348
10394,80,14292,0,86,0,0,79,3,2238
9225,69,12765,0,86,1,0,79,3,2260
13339,72,11806,0,86,0,0,79,3,2238
10455,71,10573,0,86,0,0,79,3,2238
8918,70,10511,0,86,1,0,79,3,2238
8549,76,1,0,110,0,0,98,5,2456
